Target,R2_Linear,R2_RandomForest,LANGD_coef,LANGD_importance,DEDUP_coef,DEDUP_importance,RMKUP_coef,RMKUP_importance,RMLEN_coef,RMLEN_importance,RFDOC_coef,RFDOC_importance,RMBOL_coef,RMBOL_importance,RMOBS_coef,RMOBS_importance,METCL_coef,METCL_importance,RMURL_coef,RMURL_importance,RMCLN_coef,RMCLN_importance,SNTSP_coef,SNTSP_importance,RMLNG_coef,RMLNG_importance,PARSP_coef,PARSP_importance,DOMFX_coef,DOMFX_importance,TRANL_coef,TRANL_importance,SPCCR_coef,SPCCR_importance,ADDMT_coef,ADDMT_importance,WDSEG_coef,WDSEG_importance
RuleLineEndWithEllipsis,0.9655400801703635,0.9011139672887458,-0.9397470604320503,0.40511477272650204,-0.8119756631118445,0.08688742044975575,0.05333333333333039,0.004037919987441057,-0.3519196062346241,0.030542095071554004,-0.010920153130981986,0.026169600163484436,-1.0249439431227725,0.27636515189496696,-0.3324624008750314,0.06688711075982007,0.49491386382281,0.010518483279557888,0.457054963084499,0.003865674797771021,0.4730803937653862,0.034825021726549346,0.08396089691003628,0.00468295527164659,0.053446814328683735,0.005118273880052458,0.015587913590372966,0.009725109686287571,-0.467975116215481,0.017747408689692875,0.3594011484823601,0.007606503458055069,-0.27544025157232416,0.0035437881730541873,-0.27544025157232416,0.005123162440212217,-0.3059543341536762,0.0012395475435964278
RuleLineEndWithTerminal,0.597853323473057,0.5259299270696942,20.068922067268264,0.377404149673903,14.721122231337178,0.032513304715755365,-48.38000000000004,0.17240788948932603,-2.718922067268248,0.027191261845113026,11.544580803937656,0.010536644097800795,0.6499557013945867,0.02391917808520804,-10.337322395406055,0.028580301004151508,10.608702214930286,0.01986179678935428,25.92296144380639,0.02305758264023662,3.8210779327317312,0.03900329411177295,13.215455291222336,0.014474835588509203,-6.171845775225603,0.04050947801025173,9.142413453650496,0.008637522813880466,-14.378380639868741,0.10781585925746864,6.567643970467614,0.004058279101810954,6.647811320754717,0.027061921514436395,6.647811320754717,0.039537360198763936,-12.739489745693204,0.0034293410622568536
RuleSentenceNumber,0.9639189659274683,0.8233200005479788,-1.4486696745966583,0.05638260866073978,-31.1628233524747,0.0328152904870508,88.88666666666674,0.32326855361337653,20.39033634126335,0.08835390223327874,-15.072353021602405,0.03165361531697941,33.88815969373804,0.010346195452408192,28.413643697019396,0.27713048364496246,-6.781074651353591,0.022876175255004044,-21.887219031993425,0.022654635519381475,1.9153363412633346,0.016053440230644284,-18.394789444900198,0.014730387639559602,-2.5427905386928966,0.014615944546899486,-17.64893491933274,0.03548829788435808,6.814866010391041,0.034475693679526485,-28.379852337981962,0.012708911062509294,9.985062893081777,1.212123655067621e-06,9.985062893081777,0.0005836781765361641,25.837061799289035,0.005860974473130241
RuleWordNumber,0.8730242706055831,0.7726675657750749,16.35979272627837,0.04966890184656449,-30.015948591741846,0.025712142273104137,82.27333333333337,0.26753730187780794,36.58354060705498,0.2509137844105079,-11.376932458299187,0.0410620278782148,14.269489198796858,0.009330950543607448,14.309023243095423,0.132741579318414,-15.891507793273197,0.013046754591236347,-17.177456931911404,0.011916532986013976,3.573540607054983,0.022954176149143656,-24.648824172819257,0.04664089172018917,-3.6235056056877064,0.025116213006235295,-4.909454744325936,0.05918912021088016,5.80052447361225,0.01937004928370346,-24.400006562756364,0.013006945363491626,-0.24881761006288855,0.0023235578771792285,-0.2488176100628886,0.0043938969299857165,20.776500957068635,0.005075173733720834
RuleAbnormalChar,0.2674079247573714,0.25080343300695795,6.080385561936015,0.47310573799877575,-1.0935520918785904,0.00407577107855847,8.22000000000001,0.18975131201175952,2.249614438063994,0.0037275604048027985,-3.219294503691558,0.003655047405128415,2.8431665299425792,0.019234576314569114,-2.022510254306812,0.005318705990677684,-2.5731583264971296,0.0028640087018519614,-2.1246513535685003,0.0014277104779451615,0.21961443806399134,0.19738900229909798,-0.6769893355209206,0.005555815607995659,0.0686054142739947,0.0007586006523825288,0.5171123872026241,0.0007265290930326713,-1.0946431501230551,0.03068129844085884,-1.6452912223133727,1.0617685496503741e-05,0.9683018867924529,0.027425590999025553,0.9683018867924529,0.03424799918018943,1.7138966365873656,4.411565785212889e-05
RuleAbnormalHtml,1.0,0.7992480254017637,-0.06062018047580027,0.0013067015244499008,0.051330598851519055,0.0540868905415244,1.3778927815133165e-17,0.053925024807273264,0.0606201804758002,0.018438386576010594,0.03975881870385473,0.05701989307149639,-0.040710418375715936,0.16406292029478164,0.04071862182116387,0.05802976465684334,-0.042664479081214936,0.01544042746515702,-0.04843314191960667,0.020364079262151395,-0.16937981952420383,0.4696065206006579,0.02341263330598845,1.2051946354632833e-12,0.02373256767842492,3.6090711761484437e-12,0.017963904840033164,1.3545013341427898e-12,0.08819196062346135,0.08771939118984066,0.00480885972108264,4.51565427146103e-13,0.018603773584905815,1.8387082318244324e-12,0.018603773584905822,1.3545013341427898e-12,0.018923707957342276,0.0
RuleAlphaWords,0.6563245432721243,0.559300896955299,2.805132348919879,0.07610342931859837,-7.561439157779589,0.00921643206196141,10.453333333333335,0.15094044931056752,7.333200984413452,0.15011147442705963,0.07319961717254013,0.009263209929009187,2.939640142193052,0.02434507059057782,-0.02065600218759432,0.004893176208208259,-6.0467153404429865,0.07027593977288181,2.3576374077112314,0.014152075048611672,1.158200984413457,0.04047986118038928,-8.317597757724906,0.13070591465854145,-6.448882964178287,0.05548919555688658,1.9554697839759383,0.0050939842548604446,-2.2844377905386906,0.006395489020835128,-8.310497128794088,0.20096974440329637,-0.007100628930817424,0.020657549080269327,-0.007100628930817421,0.02082054861058201,1.8616141646158,0.01008645656686376
RuleCharNumber,0.8833507617697686,0.7808128947806039,13.513322395406071,0.03980829740893127,-28.5778424938474,0.029377853704164212,83.05000000000003,0.26452519484209275,38.39667760459393,0.24323371217224807,-10.063707957342103,0.03952713481458788,13.07452009844137,0.00764158632353556,17.48900738310088,0.1536320446544488,-18.25572600492207,0.015025908417596073,-20.88625102543068,0.013350242364965915,-1.5733223954060536,0.018378787611542657,-24.82256767842496,0.043806591952076625,-2.2649958982772898,0.026542208257112267,-4.895520918785871,0.06152423343475273,10.822543068088594,0.018774017363389805,-24.922190319934387,0.011464322163797785,0.0996226415094453,0.0022870705439090033,0.09962264150944522,0.0038747897800162287,22.65719442165708,0.007226004190832363
RuleColonEnd,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RuleContentNull,0.2811288584342676,0.2651547613837345,0.2994689636313894,0.549860957248572,-0.06341974295870746,0.021299267769208624,0.37666666666666554,0.22535407894940063,0.07719770303527582,0.0005846198514775416,-0.15335466229149458,0.01785869723881774,0.1406174459939833,2.1644049426404044e-10,-0.0910248837845217,0.017916109410143145,-0.11499753896636675,7.540743570639946e-13,-0.09448728465955822,1.7705774794773233e-12,0.0671977030352708,0.1463838860506249,-0.029494120864095662,3.7975946864272894e-13,-0.008717528028438148,3.702314533016735e-13,0.011792726278370445,0.0005633593758948192,-0.05886737763193636,0.02017758819305341,-0.08284003281378143,0.0,0.05334591194968583,0.0,0.05334591194968583,5.69866060411192e-13,0.07412250478534321,1.4356925223107968e-06
RuleContentShort,0.9020389473402494,0.8062261486910209,16.703193874760736,0.24875876338895198,-5.5333251298878805,0.019862938443850495,30.18333333333335,0.20983606361104337,12.670139458572612,0.13509725674685727,-7.893943122778244,0.04853786712632236,6.963464588460493,0.01715338806995136,-5.826822532130164,0.013022295156016502,-11.53800656275636,0.006504757670620217,-5.534700574241189,0.005436394333351637,4.920139458572615,0.025294811913689246,-11.936904566584628,0.14709671478341924,-5.384531036368609,0.0420400056949725,0.6187749521465682,0.014128550027433028,-2.359242548537049,0.0009102770676831552,-8.07042657916325,0.015856287783140327,-3.866477987421375,0.01919527761998287,-3.866477987421375,0.021320074083846816,2.685895542794636,0.009948276478867642
RuleContentShortMultiLan,0.8735209242523262,0.7729220384124762,16.445117582718073,0.052252127452417675,-30.914026524473623,0.02606206506652363,84.15333333333339,0.2697230224236251,36.2532157506153,0.2441220590423487,-11.9918061252393,0.0419263211869542,14.672242275088879,0.010062478952265617,14.076503964998624,0.13030173347253649,-16.0334454470878,0.012316987245454034,-17.287801476620192,0.01136443460628104,4.308215750615275,0.02273912043226441,-24.906564123598585,0.0499692774519392,-3.8471274268525963,0.022964316698757085,-5.101483456385003,0.06103945949192295,5.295995351380917,0.018777618093334534,-24.81395406070551,0.015410267105774115,-0.09261006289306684,0.00233032621752095,-0.09261006289306684,0.004217806992317903,20.96682663385289,0.004420578067762386
RuleEnterAndSpace,0.3035118006443739,0.2859677692970486,4.190087776866285,0.5971077134943656,-0.8790639868744886,0.034089278559852346,5.320000000000001,0.2591848940300917,1.0349122231337193,0.012819953157170149,-2.1802436423297813,0.0002571424238256313,2.0089762100082025,0.0019995048823271185,-1.3097842493847427,0.00014212177181082339,-1.5655488105004074,1.3345126865281356e-06,-1.2993355209187856,0.0001923161337872893,1.0599122231337241,0.004712224158481616,-0.4811443806398674,0.008982182832308262,-0.12765791632485798,0.004634223848623413,0.1385553732567656,0.0036553716485000208,-0.8809081214109931,0.0003767149524185141,-1.1366726825266604,1.66321941329398e-08,0.6555283018867938,0.031289119621374,0.6555283018867937,0.03545842478040117,1.0090147662018014,0.005097462559781524
RuleEnterMore,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RuleEnterRatioMore,0.3035118006443739,0.2859677692970486,4.190087776866285,0.5971077134943656,-0.8790639868744886,0.034089278559852346,5.320000000000001,0.2591848940300917,1.0349122231337193,0.012819953157170149,-2.1802436423297813,0.0002571424238256313,2.0089762100082025,0.0019995048823271185,-1.3097842493847427,0.00014212177181082339,-1.5655488105004074,1.3345126865281356e-06,-1.2993355209187856,0.0001923161337872893,1.0599122231337241,0.004712224158481616,-0.4811443806398674,0.008982182832308262,-0.12765791632485798,0.004634223848623413,0.1385553732567656,0.0036553716485000208,-0.8809081214109931,0.0003767149524185141,-1.1366726825266604,1.66321941329398e-08,0.6555283018867938,0.031289119621374,0.6555283018867937,0.03545842478040117,1.0090147662018014,0.005097462559781524
RuleHtmlEntity,1.0,0.7992480254017637,-0.06062018047580027,0.0013067015244499008,0.051330598851519055,0.0540868905415244,1.3778927815133165e-17,0.053925024807273264,0.0606201804758002,0.018438386576010594,0.03975881870385473,0.05701989307149639,-0.040710418375715936,0.16406292029478164,0.04071862182116387,0.05802976465684334,-0.042664479081214936,0.01544042746515702,-0.04843314191960667,0.020364079262151395,-0.16937981952420383,0.4696065206006579,0.02341263330598845,1.2051946354632833e-12,0.02373256767842492,3.6090711761484437e-12,0.017963904840033164,1.3545013341427898e-12,0.08819196062346135,0.08771939118984066,0.00480885972108264,4.51565427146103e-13,0.018603773584905815,1.8387082318244324e-12,0.018603773584905822,1.3545013341427898e-12,0.018923707957342276,0.0
RuleHtmlTag,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RuleInvisibleChar,0.2710200979529115,0.25401190314046995,6.06663385288488,0.47706430348796064,-0.9101941482089118,0.014219836220026252,8.216666666666676,0.2064598530543677,2.2600328137817947,0.004649062871829716,-3.0544572053595904,0.020546648831185222,2.700226961990705,0.022065787110455422,-1.7563111840306287,0.01250084179664077,-2.757178014766206,0.004314806197924213,-2.3987530762920524,0.004357803698129613,0.23003281378179272,0.12733084791607194,-0.6810363686081512,0.010479285093545794,0.09834563850150382,0.0005780876192181232,0.4567705769756605,0.0012272571428455284,-0.6557041290675385,0.012862310799343697,-1.6565709598031177,1.2758073964539134e-06,0.9755345911949673,0.033943493933879194,0.9755345911949673,0.047071234229612756,1.7549165983046193,0.0003272641895671274
RuleLatexSpecialChar,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RuleLineJavascriptCount,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RuleLoremIpsum,1.0,0.7626375384531239,0.002559474979491473,9.182863739088835e-11,0.00514356029532423,0.0032258064516129037,-8.251242271517808e-18,0.007954232087295295,-0.002559474979491486,0.08064516129032258,-0.002337981952420106,0.04193548387096775,-0.007703035274815714,0.22557209811278156,-0.007727645611156976,0.19150813356241744,-0.010114848236259615,0.20295761579805013,-0.007260049220672959,0.23398125182018265,-0.002559474979491482,0.0,0.0008367514356029811,0.004500338327367516,-0.0009598031173093098,0.003473945368382329,0.0018949958982773438,0.0012544802673000602,0.004922067268252852,0.0,0.0025348646431502153,0.0029914529514912247,-0.0016981132075472335,0.0,-0.0016981132075472335,0.0,-0.0034946677604595264,0.0
RuleMeanWordLength,0.37610822263310717,0.344310260938018,6.065737216297514,0.46556496057350183,-2.4750825813508306,0.02549035753455446,8.196666666666667,0.23699277546583208,2.045929450369156,0.0624072729645979,-3.1084170084768963,0.016912376018351657,3.3760120317199913,0.009097750470402021,-2.3454309543341587,0.009781199212491033,-1.9180672682526652,0.011617949082286064,-0.3506808859721073,0.056727328021527405,1.9609294503691612,0.01739218622944846,-1.2932718074924796,0.008675885120173409,-1.1789431227782365,0.033457651159009415,0.38844325950232456,0.007837974353836,-2.757736122504787,0.021597909857009896,-2.3303724364232976,0.009100200363849939,1.0371006289308187,0.0015385897650408288,1.0371006289308187,0.003083097915898536,1.1514293136450586,0.002724535892188887
RuleSpaceMore,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RuleSpecialCharacter,0.9999344587698846,0.823208029227261,0.013751709051136526,0.03833156202517973,-0.18335794366967384,0.025066475301197676,0.003333333333334898,0.02647765543873074,-0.010418375717801411,0.0042813809951347415,-0.16483729833196636,0.03450592147689443,0.14293956795187135,0.21830100349815076,-0.26619907027618367,0.11669982964680649,0.18401968826907059,0.012694368674985062,0.2741017227235417,0.011881608351828372,-0.010418375717801404,0.11639785514249021,0.004047033087230271,1.6822166175776492e-08,-0.029740224227508803,1.54734441777671e-05,0.06034181022696248,1.1682521313695493e-13,-0.4389390210555082,0.3953271540415457,0.011279737489745941,5.892556508066452e-10,-0.007232704402515709,8.82438352522907e-08,-0.007232704402515716,2.05894037174308e-09,-0.041019961717254715,1.9604248564058944e-05
